start	end	text
1243240	1243780	delle quiri
1243780	1245260	come esattamente
1245260	1245780	i percetti
1245780	1246720	fanno le quiri al mondo
1246720	1247140	perché tu
1247140	1247700	in qualche maniera
1247700	1248560	quando guardi
1248560	1249260	fai le quiri
1249260	1250820	a quello che vedi
1250820	1253180	scegli cosa vedere
1253180	1254440	e poi sopra
1254440	1255000	parigi
1255000	1255560	ogni che altro
1255560	1256040	questo progetto
1256040	1257020	è il di composizione
1257020	1257480	che vuol dire
1257480	1258520	date delle cose
1258520	1259860	nel deluto degli altri
1259860	1261580	ok?
1263080	1263640	domande?
1263640	1279060	tutto il corso
1279060	1280580	si baserà
1280580	1281700	su spiegarvi
1281700	1282900	queste quattro cose qua
1282900	1284620	chiaramente
1284620	1285740	a fare models
1285740	1286720	che è più facile
1286720	1287780	ci mettiamo una lezione
1287780	1289540	a fare world models
1289540	1290280	ce ne mettiamo
1290280	1290980	un e mezzo
1290980	1291340	due
1291340	1292680	a fare world logic
1292680	1293140	le mettiamo
1293140	1294240	uno setto otto
1294240	1295840	a fare quelle più astratte
1295840	1296280	che dove sono
1296280	1296820	tutti gli algoritmi
1296820	1297280	ce ne mettiamo
1297280	1298760	magari dieci o quinici
1298760	1300140	perché chiaramente
1300140	1301020	più ti astrai
1301020	1302600	e più
1302600	1303940	sei astratto
1303940	1304680	quindi più hai forte
1304680	1305340	la deduzione
1305340	1306980	di fatto
1306980	1307760	l'obiettivo
1307760	1308680	di questa lezione
1308680	1309840	è che
1309840	1310480	in qualche maniera
1310480	1310920	vi sto dando
1310920	1311620	l'indice
1311620	1313860	di quello che stiamo
1313860	1315880	facendo
1315880	1316680	e anche l'indice
1316680	1317300	delle logiche
1317300	1318100	che ci sono in giro
1318100	1319280	di fatto
1319280	1319980	il compitivo
1319980	1320700	arriverà qua
1320700	1322280	il primo compitivo
1322280	1323860	il secondo compitivo
1323860	1324460	sarà quattro
1324460	1325020	chiaramente
1325020	1325680	l'ultima
1325680	1326160	è quella più
1326160	1328900	per darvi un'idea
1328900	1331340	ovviamente
1331340	1332320	quello che vedremo
1332320	1335340	è che
1335340	1336020	uno dice
1336020	1336440	ah bello
1336440	1337440	c'è un unico
1337440	1338080	world model
1338080	1339120	un'unica world logic
1339120	1339800	no non ce n'hai
1339800	1339960	una
1339960	1340540	perché a seconda
1340540	1341460	di quello che vedi
1341460	1342400	a seconda di quello
1342400	1342840	che modelli
1342840	1344120	è una logica diversa
1344120	1344720	modellare
1344720	1346880	la sequenza
1346880	1347460	temporale
1347460	1348160	ragionamento
1348160	1348880	ragionare
1348880	1349420	sulla sequenza
1349420	1350240	temporale di azioni
1350240	1350920	la gente la chiama
1350920	1351420	planning
1351420	1352060	in AI
1352060	1353720	è un problema diverso
1353720	1355960	da capire
1355960	1356740	se noi rappresenti
1356740	1357200	o se non sono
1357200	1358500	consistenti
1358500	1359260	così via
1359260	1361260	il
1361260	1364200	quindi io non sto dicendo
1364200	1365080	che ad ogni livello
1365080	1366200	c'è una sola logica
1366200	1366500	no
1366500	1368060	l'unica cosa che sto dicendo
1368060	1368900	è che questo
1368900	1369920	è universale
1369920	1371160	e vale per tutte le logiche
1371160	1372020	tutte
1372020	1374520	esiste
1374520	1376700	un meccanismo universale
1376700	1377960	che lo descriveremo in dettaglio
1377960	1378720	domani
1378720	1380320	che è la teoria degli insiemi
1380320	1381260	che è universale
1381260	1382140	ma da qui in poi
1382140	1383300	a seconda di come
1383300	1384140	noi mettiamo insieme
1384140	1384680	gli insiemi
1384680	1385740	avremo
1385740	1387080	diverse logiche
1387080	1387920	ma queste saranno
1387920	1388840	sempre e solo
1388840	1390820	strutturate su tre livelli
1390820	1391520	ok
1391520	1392700	cioè
1392700	1394680	prima diamo i nomi
1394680	1395240	alle cose
1395240	1396420	l'alfabeto
1396420	1396980	che l'ho fatto vedere
1396980	1397580	n volte
1397580	1398540	poi
1398540	1400100	costruiamo una memoria
1400100	1400960	e poi ragioniamo
1400960	1401640	sulla memoria
1401640	1402860	su quello che sappiamo
1402860	1403840	e quello che non sappiamo
1403840	1409940	quindi
1409940	1411220	queste a fianco
1411220	1412160	sono anticipazioni
1412160	1412960	bisogno per un minuto
1412960	1413340	però
1413340	1414760	non serve che
1414760	1415380	l'abbiate
1415380	1417780	in testa
1417780	1418580	al momento
1418580	1418840	ma
1418840	1419500	era importante
1419500	1420420	darvi un anticipo
1420420	1421020	in modo che
1421020	1422380	creare più un fraio
1422380	1422660	perché
1422660	1423880	in qualche maniera
1423880	1426540	mi dà un'idea
1426540	1427380	la cosa interessante
1427380	1427980	qui abbiamo detto
1427980	1429160	percetti e percezioni
1429160	1430260	le percezioni
1430260	1430880	metto che sono
1430880	1432360	composizioni di percezioni
1432360	1434120	cioè come ho detto prima
1434120	1435720	queste cose qua
1435720	1436320	le facciamo entrare
1436320	1437520	delle concettualizzazioni
1437520	1438620	che sono linguistiche
1438620	1440100	e qui guardate
1440100	1441180	prendiamo delle assezioni
1441180	1442160	che le mettiamo insieme
1442160	1442800	e diventano
1442800	1443900	grafici con la scena
1443900	1446960	o diventa un database
1446960	1449240	il database sta qua
1449240	1451960	il model sta qua
1451960	1453540	il wordnet
1453540	1454220	che l'avete visto
1454220	1454960	sta qua
1454960	1458380	poi chiaramente
1458380	1459700	quando avete fatto
1459700	1460580	SQL
1460580	1461540	database 1
1461540	1462980	non me l'hanno detto
1462980	1463580	che c'è il problema
1463580	1464180	dei linguaggi
1464180	1464640	e così via
1464640	1465000	vanno detto
1465000	1465760	vedete le variabili
1465760	1466800	le cose che vanno detto
1466800	1467600	ci detiene un milione
1467600	1468160	appoppiati
1468160	1469560	in realtà
1469560	1470620	va bene
1470620	1471300	perché per quello
1471300	1471820	che vogliono fare
1471820	1472400	va benissimo
1472400	1473420	ma se tu vuoi
1473420	1474840	fare un ragionamento
1474840	1475420	o comunque vuoi
1475420	1475740	ad esempio
1475740	1476620	il sistema di AI
1476620	1477540	fare
1477540	1478300	rendere AI
1478300	1478700	in grado
1478700	1479740	di fare questo ragionamento
1479740	1480460	gli devi dare
1480460	1481700	tutti i prezzi
1481700	1484280	nei database
1484280	1485280	ti danno
1485280	1485800	il modello
1485800	1486520	non te lo dicono
1486520	1487360	in realtà ti dicono
1487360	1487900	che la unique
1487900	1488460	universance
1488460	1489000	e il modello
1489000	1489740	sono le stringhe
1489740	1490680	quello che metti dentro
1490680	1491880	lo vedremo più avanti
1491880	1492920	nella lezione 1.3
1492920	1495680	nei database
1495680	1497540	modello
1497540	1499080	e world model
1499080	1499760	coincidono
1499760	1501340	sono fatti apposta
1501340	1501660	perché
1501660	1502840	sono fatti bene così
1502840	1503360	perché sono
1503360	1505680	altamente efficienti
1505680	1506720	ma hanno problemi
1506720	1507160	che appunto
1507160	1508340	perché hanno bloccato
1508340	1509160	tutta la descrizione
1509160	1509860	hanno problemi
1509860	1510740	che sono talmente rigidi
1510740	1511640	che non si riescono
1511640	1513000	a utilizzare
1513000	1514060	in applicazioni
1514060	1514820	come un web
1514820	1515540	o in applicazioni
1515540	1517100	sono troppo rigide
1517100	1517440	perché hanno
1517440	1518240	precompilato
1518240	1519080	troppe assunzioni
1519080	1519800	in questo
1519800	1520100	metto
1520100	1520540	il promondo
1520540	1520980	reale
1520980	1524140	le assenzioni
1524140	1524500	di termo
1524500	1524960	resgraf
1524960	1526060	qui diventano
1526060	1526960	proposizioni
1526960	1528660	atomic
1528660	1529460	propositions
1529460	1530520	e propositions
1530520	1531260	perché ho usato
1531260	1532180	la public proposition
1532180	1532980	perché si trova
1532980	1533420	sotto i livelli
1533420	1533960	di logica
1533960	1534380	quindi io
1534380	1535100	ho scelto
1535100	1536480	questa A qua
1536480	1537560	è una proposizione
1537560	1538160	atomica
1538160	1539280	cos'è la caratteristica
1539280	1539780	di una proposizione
1539780	1540360	atomica?
1541360	1541780	è che è A
1541780	1543520	cos'è che puoi sapere
1543520	1543840	di A?
1544620	1545420	puoi sapere tre cose
1545420	1546180	che non sei niente
1546180	1547260	o che è vero
1547260	1547780	o che è fatto
1547780	1548180	in un caso
1548180	1549120	di dire tre cose
1549120	1550620	quindi la politica
1550620	1551220	anatomica
1551220	1554080	è una cosa
1554080	1554360	di cui
1554360	1555100	o non sei niente
1555100	1555680	o sei che è vero
1555680	1556260	o sei che è fatto
1556260	1556860	è una sola
1556860	1557460	dell'evento
1557460	1560080	si chiama
1560080	1560960	il principio
1560960	1562260	del terzo escluso
1562260	1563540	perché in logica
1563540	1564000	poi uno dice
1564000	1564420	in realtà
1564420	1565260	devi sapere uno
1565260	1566580	in certe logiche
1566580	1567100	ti dicono
1567100	1568180	non ti è permesso
1568180	1568920	di non sapere
1568920	1570880	però in generale
1570880	1571660	sono le tre opzioni
1571660	1573920	guardare bene
1573920	1575260	e poi
1575260	1576780	la proposizione
1576780	1577440	che è una proposizione
1577440	1578020	composta
1578020	1578320	cos'è?
1578400	1578820	è questa
1578820	1580740	è I fa
1580740	1581340	ben B
1581340	1583920	perché questa è composta?
1584180	1584820	perché qui
1584820	1588140	ha una struttura
1588140	1588740	ha una struttura
1588740	1589460	di ragionamento
1589460	1591260	io non sono in generale
1591260	1592040	ma da chi trova
1592040	1592360	chi può
1592360	1592840	fare l'interessore
1592840	1593580	di verità
1593580	1594780	che c'è la verificazione
1594780	1595480	è ovvio
1595480	1596380	che tutti ti vanno a dire
1596380	1597320	che se A è vero
1597320	1598640	allora B è vero
1598640	1599640	se A è falsa
1599640	1610480	e nuotate ovviamente
1610480	1611160	che uno di
1611160	1612580	pensiamo cos'è la
1612580	1613980	la A o una A
1613980	1614640	potremmo dire
1614640	1616360	la A
1616360	1616860	una dice
1616860	1617820	quant'è grossa la A
1617820	1619200	la può essere
1619200	1620240	un tipo di parole
1620240	1622440	può essere addirittura
1622440	1623160	un intero knowledge
1623160	1626360	faccio un esempio
1626360	1627420	che si vede
1627420	1628380	sui giornali oggi
1628380	1629800	se Putin
1629800	1631480	se i Russi
1631480	1632500	attraversano
1632500	1633700	la portiera europea
1633700	1634520	allora facciamo
1634520	1635780	la terza parola mondiale
1635780	1645300	e questo per dire
1645300	1645700	che
1645700	1646900	quando arriviamo
1646900	1647580	qua in cima
1647580	1648360	del ragionamento
1648360	1649080	che noi facciamo
1649080	1649900	e voi lo fate
1649900	1650620	come tutti noi
1650620	1651340	abitariamente
1651340	1653640	noi abbiamo
1653640	1654340	completamente
1654340	1655400	astratto da A
1655400	1655860	e da B
1655860	1657080	che può descrivere
1657080	1659700	una situazione
1659700	1660300	arbitraria
1660300	1661080	e la vita è complessa
1661080	1662300	e poi puoi essere
1662300	1663340	più o meno d'accordo
1663340	1664500	sui farla e B
1664500	1665580	questo è un problema
1665580	1666060	diverso
1666060	1667100	ma se sei d'accordo
1667100	1668800	la regola di deduzione
1668800	1669640	ti garantisce
1669640	1671360	che il tuo calcolo
1671360	1671980	funziona
1671980	1673480	è chiaro?
1674420	1675460	quindi tutto il problema
1675460	1676680	se fai un sistema di A
1676680	1677580	e se fai un specifico
1677580	1678220	di un sistema
1678220	1678980	è scrivere
1678980	1679660	questa roba qua
1679660	1681760	o se fai il machine
1681760	1682840	guardi come le impari
1682840	1687880	secondo se qui
1687880	1689000	è a posto
1689000	1693020	e qui non c'è niente di nuovo
1693020	1694260	se non il fatto che
1694260	1695820	man mano che vai su
1695820	1697640	i concetti sopra
1697640	1698580	sono generati
1698580	1700560	da non dei percezioni
1700560	1701520	dalle percezioni
1701520	1703740	cioè il concetto
1703740	1704520	la parola
1704520	1705320	quando io dico
1705320	1706320	casa
1706320	1708580	che è una singola parola
1708580	1709180	una casa
1709180	1710320	è quattro muri
1710320	1712040	un tetto
1712040	1714260	un oggetto complesso
1714260	1716020	provo a definire
1716020	1716760	anche finestra
1716760	1718600	eh sì
1718600	1719200	ma la finestra
1719200	1719960	c'è il vetro
1719960	1721000	c'è la pettina
1721000	1722500	c'è il frame
1722500	1723340	e così via
1723340	1725280	quindi per dire
1725280	1726320	comunque sia
1726320	1728120	il livello di astrazione
1728120	1729020	al cui tu descrivi
1729020	1729380	il mondo
1729380	1730340	è una tua scelta
1730340	1730760	che dipende
1730760	1731540	dal periodo di Dover
1731540	1732680	ma comunque sia
1732680	1733860	quando sali
1733860	1734880	linguisticamente
1734880	1735560	hai la
1735560	1736180	la
1736180	1737240	ed è la grande
1737240	1738180	quella che si dà
1738180	1738800	la resilienza
1738800	1739760	in quanto umani
1739760	1741400	tu hai la possibilità
1741400	1742040	di scegliere
1742040	1743140	il livello di dettaglio
1743140	1744000	a cui descrivi il mondo
1744000	1745540	e andando su
1745540	1746180	uguale identico
1746180	1747140	perché poi a questo punto
1747140	1748000	fai le sezioni
1748000	1748620	le vedremo
1748620	1749680	ma nelle sezioni
1749680	1750480	fai un knowledge graph
1750480	1751220	quanto grosso
1751220	1751700	vuoi
1751700	1752600	e le metti insieme
1752600	1753180	quanto vuoi
1753180	1753840	e così via
1753840	1757680	in effetti
1757680	1759180	noi
1759180	1760020	come vedrete
1760020	1760400	già
1760400	1761460	nella prossima lezione
1761460	1761900	che ci sarà
1761900	1762700	da tre o quattro volte
1762700	1763660	delle citazioni
1763660	1765060	tutto
1765060	1766540	cos'è che
1766540	1767540	quindi fare logica
1767540	1768000	vuol dire
1768000	1768400	uno
1768400	1769860	capire cosa sono
1769860	1770660	queste robe qui
1770660	1771720	fare i calcoli
1771720	1772020	due
1772020	1772680	capire
1772680	1774020	se la tradizione
1774020	1775280	dal mondo
1775280	1777320	alla formalizzazione
1777320	1780580	nella logica
1780580	1781220	ti va bene
1781220	1781920	o non ti va bene
1781920	1783400	chiaro?
1783840	1786280	di fatto noi
1786280	1786900	e lo vedremo
1786900	1787500	a fine direzione
1787500	1788460	ve lo dico già adesso
1788460	1789940	in questo mondo qua
1789940	1790620	troviamo questi
1790620	1791540	e questi sono i dati
1791540	1792380	noi abbiamo solo
1792380	1793120	tre problemi
1793120	1794020	uno solo
1794020	1795920	abbiamo preso il mondo
1795920	1797460	decidiamo come formalizzarlo
1797460	1798520	man mano andiamo su
1798520	1799400	lo formalizziamo
1799400	1800620	prendiamo un risultato
1800620	1801280	qua dentro
1801280	1803420	ma questo risultato qua
1803420	1804080	è del tipo
1804080	1805100	A è vero
1805100	1806000	o B è falso
1806000	1806460	non è una cosa
1806460	1807340	è semplicemente così
1807340	1808400	una cosa vero o falsa
1808400	1809440	e a questo punto
1809440	1809980	da questo
1809980	1810960	dobbiamo tornare sul mondo
1810960	1812400	e vedere l'implicazione
1812400	1812900	sul mondo
1812900	1814360	quindi c'è
1814360	1815460	l'informal to formal
1815460	1817460	il ragionamento formale
1817460	1818900	all'interno del sistema
1818900	1820060	e il processo
1820060	1820760	di estrarre
1820760	1822520	dalla vostra testa
1822520	1823500	o perché lo dite
1823500	1825160	o perché fate
1825160	1826420	mandato una mail
1826420	1827700	comunicare al mondo
1827700	1828520	comunicare al mondo
1828520	1829580	cos'è che gli comunicate?
1829740	1830340	eh comunicati
1830340	1831080	uno delle parole
1831080	1832260	di nuovo
1832260	1833520	delle onde elettromagnetiche
1833520	1834820	è la roba
1834820	1835760	del fargli indietro
1835760	1836620	e riconsigli di tutto
1836620	1837560	cercando di capire
1837560	1838360	quello che voi
1838360	1839380	vi avete detto
1839380	1840040	e chiaramente
1840040	1840460	se
1840460	1842620	mi conosce
1842620	1848560	da qui
1848560	1849180	nella prossima
1849180	1849760	mezzoletta
1849760	1851220	vediamo
1851220	1852500	un esempio
1852500	1854080	intuitivo
1854080	1854580	per capire
1854580	1855080	come funziona
1855080	1855860	la gerarchia
1855860	1857580	cos'è il modello?
1857580	1862520	allora
1862520	1863560	se ricorda
1863560	1864200	il modello
1864200	1865240	è una
1865240	1868320	è una
1868320	1869240	è una
1869240	1870120	descrizione
1870120	1871040	di una rappresentazione
1871040	1871740	analogica
1873040	1873520	allora
1873520	1874160	qui c'è il passo
1874160	1875020	fondamentale
1875020	1875640	che viene fatto
1875640	1876380	nella semantica
1876380	1877000	che è un passo
1877000	1878380	di astruzione enorme
1878380	1880000	se voi andate a vedere
1880000	1881000	nella seconda lezione
1881000	1881620	che ho fatto
1881620	1883420	ho detto che
1883420	1884000	nelle
1884000	1885240	descrizioni analogiche
1885240	1885980	non c'è linguaggio
1885980	1886620	sono immagini
1886620	1887280	sono suoni
1887280	1888380	sono continui
1888380	1888820	sono nel mondo
1888820	1889400	dei naturali
1889400	1890960	linguaggi sono nel mondo
1890960	1892340	dei naturali
1892340	1894900	quando noi
1894900	1895540	in logica
1895540	1897120	ci diamo
1897120	1897680	in realtà
1897680	1899440	anche voi
1899440	1900140	normalmente
1900140	1900720	in ragionamento
1900720	1901880	ci diamo
1901880	1902780	una semantica
1902780	1903480	un modello
1903480	1904860	noi non ci costruiamo
1904860	1905680	una rappresentazione
1905680	1906160	di un'attività
1906160	1907720	ci diamo un linguaggio
1907720	1909080	che poi vedremo
1909080	1909600	domani
1909600	1910020	è il linguaggio
1910020	1910720	della sette iori
1910720	1912440	e io domani
1912440	1913060	arguirò
1913060	1914680	che il linguaggio
1914680	1915380	della sette iori
1915380	1916600	quindi i cerchietti
1916600	1917200	voi ricordo lì
1917200	1918720	modulo la scelta
1918720	1919580	di quali cerchietti
1919580	1920560	quali pallini scegli
1920560	1922220	è tutto quello
1922220	1922760	che ti serve
1922760	1923560	per descrivere
1923560	1924560	la tua visione
1924560	1925100	approssimata
1925100	1925560	del mondo
1925560	1929400	cos'è un percetto?
1929740	1930800	è qualunque cosa
1930800	1931500	che distingue
1931500	1932980	è una persona
1932980	1934060	un edificio
1934060	1934720	una macchina
1934720	1935700	il mondo
1935700	1937320	camminare
1937320	1938060	perché anche camminare
1938060	1938640	lo distingue
1938640	1941400	la gente fa
1941400	1942140	un video
1942140	1943560	che vede camminare
1943560	1944480	distingue camminare
1944480	1945100	dal correre
1945100	1947920	mangiare
1947920	1949320	essere vicino
1949320	1950180	a relazioni spaziali
1950180	1950940	essere lontano
1950940	1952060	e ovviamente
1952060	1953320	capite bene
1953320	1954620	che
1954620	1957620	il concetto
1957620	1958060	di vicino
1958060	1958860	è molto relativo
1958860	1959940	se sei a piedi
1959940	1960540	in conto
1960540	1961120	se sei a ero
1961120	1962680	in altro conto
1962680	1965040	percezioni
1965040	1965860	sono questi
1965860	1966380	percetti
1966380	1967160	messi insieme
1967160	1972260	quindi una persona
1972260	1972520	vede
1972520	1973320	tendenzialmente
1973320	1974120	il percetto
1974120	1975040	è qualcosa
1975040	1975800	che non solo
1975800	1976380	sceglie
1976380	1980220	l'oggetto
1980220	1981300	l'individuo
1981300	1982040	per l'unque cosa
1982040	1982780	volete vedere
1982780	1983600	il percetto
1983600	1984800	ma gli associa
1984800	1985260	qualcosa
1985260	1986060	che lo descrive
1986060	1987660	notate bene
1987660	1988180	che però
1988180	1989920	non siamo
1989920	1990820	nel linguaggio naturale
1990820	1991420	siamo ancora
1991420	1991980	in una fase
1991980	1992540	in cui stiamo
1992540	1994320	modellando
1994320	1996360	la organizzazione
1996360	1996760	analotica
1996760	1997560	che noi percepiamo
1997560	2002060	quindi
2002060	2004220	l'intuizione di fondo
2004220	2006320	un modello
2006320	2009060	come lo definiremo
2009060	2009600	in logica
2009600	2010640	e come è definito
2010640	2011460	in tutti
2011460	2012760	i corsi
2012760	2014360	di modelli
2014360	2014800	formali
2014800	2015480	che farete
2015480	2017700	è una rappresentazione
2017700	2018560	che ci permette
2018560	2019280	di descrivere
2019280	2020900	di descrivere
2020900	2021960	non di
2021960	2022940	depingere
2022940	2023960	non di rappresentare
2023960	2024280	in maniera
2024280	2025020	non reale
2025020	2026520	in un
2026520	2026900	formalismo
2026900	2029300	non ambigo
2029300	2030360	che cosa
2030360	2031600	è percepito
2031600	2032840	senza
2032840	2033520	scegliere
2033520	2034500	il linguaggio
2034500	2036820	è una
2036820	2038320	rappresentazione
2038320	2039240	alinguistica
2039240	2043040	se ci pensate bene
2043040	2043640	quando fate
2043640	2044080	il disegnato
2044080	2044500	insieme
2044500	2045420	fate dei puntini
2045420	2046140	fate dei cieli
2046140	2053960	quindi quando siamo lì
2053960	2055000	ad esempio
2055000	2057340	guardando questo lato
2057340	2057600	più fa
2057600	2058200	allora questo
2058200	2059760	questo è il mondo
2059760	2060900	questo è Trento
2060900	2062640	cos'è Trento?
2062900	2063660	cos'è Trento?
2063900	2064580	come lo modelliamo
2064580	2065100	a Trento?
2067760	2068880	è un insieme di case?
2068880	2072380	e questi qua
2072380	2072920	cosa sono?
2074920	2076040	sono due persone
2076040	2077540	R2
2077540	2078460	vicini
2078460	2080260	6
2080260	2080860	cammina
2080860	2083180	guardinaria
2083180	2085020	e qui
2085020	2085460	cosa c'è?
2085520	2086140	una fontana
2086140	2087260	con tante persone
2087260	2091560	quindi di fatto
2091560	2091580	quindi di fatto
2091580	2094500	quello che formalizzeremo
2094500	2095920	e descriveremo domani
2095920	2096640	in dettaglio
2096640	2097860	cos'è
2097860	2098280	un
2098280	2101280	modello
2101280	2102520	come terminologia
2102520	2103640	l'ho detto prima
2103640	2104420	per certi
2104420	2104980	percepiti
2104980	2105980	A
2105980	2107160	1
2107160	2108480	A1
2108480	2109000	dov'è A?
2109200	2109800	dov'è 1?
2112800	2113820	1 è questo
2113820	2115180	quindi A probabilmente
2115180	2116140	potrebbe essere
2116140	2117400	linguisticamente
2117400	2118560	che noi potremmo dare
2118560	2118980	di 30
2118980	2122140	guardate bene
2122140	2122440	che
2122440	2122900	qui
2122900	2123960	1 appartiene
2123960	2125240	a
2125240	2126680	1 appartiene
2126680	2127540	1 potrebbe essere
2127540	2127960	30
2127960	2128660	A potrebbe essere
2128660	2129200	città
2129200	2130040	quindi
2130040	2130540	1
2130540	2132460	30 è una città
2132460	2134360	20 è una città
2134360	2135340	e non è un'automobile
2135340	2137860	6
2137860	2139480	6 e 7
2139480	2140000	dove sono?
2140220	2141340	6 e 7 appartengono
2141340	2141660	a E
2141660	2143400	probabilmente
2143400	2146680	6 e 7
2146680	2147020	sarà
2147020	2147840	persona 1
2147840	2148620	e persona 2
2148620	2149340	perché non sappiamo
2149340	2149720	il nome
2149720	2151400	è una persona generica
2151400	2152040	perché la chiamiamo
2152040	2152600	persona 1
2152600	2153460	perché non sappiamo
2153460	2153940	che è Mario
2153940	2154620	se pensiamo che è Mario
2154620	2155260	è un Mario
2155260	2156700	e cosa vuol dire?
2156840	2157340	Persona
2157340	2157760	person
2157760	2158280	people
2158280	2160720	queste lezioni
2160720	2161780	non c'è linguaggio
2161780	2162400	quello che noi
2162400	2162900	stiamo mettendo
2162900	2163920	e questa roba qui
2163920	2165040	3 1
2165040	2165560	R 1
2165560	2166180	cosa vuol dire?
2166660	2167420	questo è un insieme
2167420	2168040	di copie
2168040	2169680	perché sono importanti
2169680	2170200	le copie?
2170860	2171420	perché le copie
2171420	2172560	sono quelle che
2172560	2173140	mi permette
2173140	2173680	di mettere insieme
2173680	2174260	3 1
2174260	2174820	quindi
2174820	2176160	3 1
2176160	2176880	cosa sono 3 1
2176880	2177380	non lo so
2177380	2177940	vediamo un po'
2177940	2179640	a 1 e 30
2179640	2180720	e 3 è una piazza
2180720	2181120	quindi
2181120	2182200	probabilmente
2182200	2183440	la R 1
2183440	2183820	vuol dire
2183820	2184900	che questa roba qui
2184900	2186520	è dentro
2186520	2188800	è una relazione spaziale
2188800	2189600	che collega
2189600	2191100	due
2191100	2193000	entità
2193000	2196420	però qui vi ho già
2196420	2197120	dato il primo
2197120	2198880	gusto del fatto
2198880	2199500	che io
2199500	2201180	prendo
2201180	2202300	una qualunque cosa
2202300	2203060	comincia a mettere
2203060	2204060	delle scatole intorno
2204060	2205360	comincia a identificare
2205360	2206100	le mie entità
2206100	2207780	e poi a questo punto
2207780	2210420	che le relazioni
2210420	2211320	cos'è R 1?
2211460	2211680	questa
2211680	2212660	noi la chiamiamo
2212660	2213200	le relazioni
2213200	2213520	perché
2213520	2214280	R 1
2214280	2214820	è 1
2214820	2215480	3 4
2215480	2216440	1 3 2 3
2216440	2216860	quindi
2216860	2217560	3 4
2217560	2219460	3 è questo
2219460	2220980	e 4 è più piccolo
2220980	2221440	di 3
2221440	2222640	poi c'è
2222640	2223800	1 3
2223800	2224840	1 3
2224840	2225800	3 è più piccolo
2225800	2226940	quindi
2226940	2228080	R 1
2228080	2229040	può dire probabilmente
2229040	2229460	I
2229460	2230440	dentro
2230440	2231160	spazialmente
2231160	2232940	quindi la relazione
2232940	2233780	binaria
2233780	2236080	per qualcosa
2236080	2236700	che ci permetti
2236700	2237380	dire che
2237380	2238640	io sono dentro
2238640	2239460	questa stanza
2239460	2240620	che sono vicino
2240620	2241680	a
2241680	2243280	quello che poi
2243280	2243980	linguisticamente
2243980	2244600	diciamo così
2244600	2245160	che poi
2245160	2246080	linguisticamente
2246080	2246480	diciamo
2246480	2247240	io sono vicino
2247240	2247620	alla
2247620	2249400	sono dentro
2249400	2250020	questa stanza
2250020	2250720	sono vicino
2250720	2251980	a una scrivania
2251980	2254320	altro non è che
2254320	2254680	una
2254680	2256140	l'insieme di coppia
2256140	2257020	l'insieme di crearsi
2257020	2261280	e poi
2261280	2261880	qua
2261880	2262860	in qualche maniera
2262860	2264060	lo affermiamo
2264060	2264620	diciamo
2264620	2266040	1 e 3
2266040	2266620	1
2266620	2267160	o 3
2267160	2268300	3 è dentro
2268300	2268620	1
2268620	2269240	specialmente
2269240	2269800	in quelli di 1
2269800	2270740	questo è un modello
2270740	2273460	questo
2273460	2274420	chiaramente
2274420	2275160	per aver visto
2275160	2276100	dalle elementari
2276100	2276920	è un linguaggio
2276920	2278420	un linguaggio
2278420	2279220	dove tutti i dettagli
2279220	2279880	sono spariti
2279880	2280940	e su cui adesso
2280940	2281600	possiamo andare
2281600	2281920	a fare
2281920	2282920	dei ragionamenti
2282920	2284620	ok
2284620	2286100	quindi
2286100	2286960	il primo punto è
2286960	2287480	tu decidi
2287480	2287920	che mondo
2287920	2288520	ti vuoi vedere
2288520	2289340	io ho preso 30
2289340	2290660	dentro al mondo
2290660	2291900	ti vuoi decidere
2291900	2292880	come tu lo modelli
2292880	2294520	insegnisticamente
2294520	2295840	e a questo punto
2295840	2296620	poi lo cominciamo
2296620	2297220	a descrivere
2297220	2298200	e questo è
2298200	2298740	il world model
2298740	2299380	guardate
2299380	2299960	che lo so
2299960	2302000	cosa è il world model
2302000	2303500	oh
2303500	2303940	che cazzo
2303940	2304140	dentro
2304140	2306540	supponi che
2306540	2307080	tu hai scelto
2307080	2307460	il modello
2307460	2307960	del modello
2307960	2308220	si chiama
2308220	2308540	il modello
2308540	2309220	di riferimento
2309220	2309660	ogni volta
2309660	2310340	che noi parliamo
2310340	2311080	e parliamo di qualcosa
2311080	2311660	ci abbiamo sempre
2311660	2311880	un modello
2311880	2312380	di riferimento
2312380	2313160	in testa
2313160	2315160	a me
2315160	2315780	a volte si parla
2315780	2316240	anche avanti
2316240	2316540	però
2316540	2317320	immediatamente
2317320	2318580	abbiamo in testa
2318580	2318800	la cosa
2318800	2319580	di cui stiamo parlando
2319580	2320660	o diciamo
2320660	2320980	prima cosa
2320980	2321660	che si viene in B
2321660	2323380	se mi viene in B
2323380	2323660	si chiama
2323660	2324280	pragmatica
2324280	2325800	quindi
2325800	2326360	assumendo
2326360	2328280	cosa è un world model
2328280	2328600	è
2328600	2329280	un modello
2329280	2329980	di riferimento
2329980	2331140	e un linguaggio
2331140	2331800	che ci permette
2331800	2332600	di nominare
2332600	2334160	quindi quelle robe lì
2334160	2335760	perché quelli 1, R1 e R2
2335760	2336680	non ci andavano bene
2336680	2337980	perché non ci significavano niente
2337980	2338480	adesso
2338480	2339100	prendiamo quella figura
2339100	2339880	la chiamiamo NIA
2339880	2340680	la chiamiamo persone
2340680	2341600	e tutto diventa immediatamente
