start	end	text
1388540	1389480	quando vai
1389480	1389840	nel mondo
1389840	1390720	linguistico
1390720	1392460	se o meno
1392460	1393180	due entità
1393180	1394020	due
1394020	1395340	due occorrenze
1395340	1396580	di due diverse
1396580	1396980	entità
1396980	1397740	rappresentano
1397740	1398420	la stessa entità
1398420	1398960	nel mondo
1398960	1401000	perché è chiaro
1401000	1401720	come io dico
1401720	1402300	fausto
1402300	1403380	il concetto di fausto
1403380	1404060	il concetto di uomo
1404060	1405100	è indipendente
1405100	1405680	dal tempo
1405680	1407500	poi fausto
1407500	1408220	nasce e muore
1408220	1408800	ed evolve
1408800	1409360	ma fausto
1409360	1409980	è invariante
1409980	1411260	in ogni momento
1411260	1411720	vedo quella
1411720	1412920	specifica correnza
1412920	1414680	data specifica correnza
1414680	1415240	il mio
1415240	1415740	algoritmo
1415740	1416580	di computer vision
1416580	1418380	per dire
1418380	1419060	computer vision
1419060	1419420	qualunque
1419420	1420500	di realizzazione
1420500	1421100	della versione
1421100	1421600	giustica
1421600	1422520	deve poter fare
1422520	1423100	questa cosa
1423100	1423840	guardate bene
1423840	1424340	che fausto
1424340	1424800	da piccolo
1424800	1425080	non c'è
1425080	1425440	niente
1425440	1425920	con fausto
1425920	1426320	da red
1426320	1427620	guardate
1427620	1428520	guardate
1428520	1428840	il caso
1428840	1429340	di sistemi
1429340	1429740	di AI
1429740	1430040	che sono
1430040	1430460	funzionale
1430460	1430740	qui
1430740	1433660	questo è qua
1433660	1437340	quindi
1437340	1439700	come abbiamo annunciato
1439700	1441920	quello che noi facciamo
1441920	1443620	prendiamo
1443620	1444140	quell'oggetto
1444140	1445000	sulla sinistra
1445000	1446500	l'immagine
1446500	1447180	e la facciamo
1447180	1447640	diventare
1447640	1447960	l'ultima
1447960	1448540	questo oggetto
1448540	1448880	la letta
1448880	1449620	questo è un linguaggio
1449620	1450060	non è
1450060	1451340	questa è una immagine
1451340	1452020	questa è una
1452020	1452600	presentazione
1452600	1454540	questa presentazione
1454540	1455160	di linguistica
1455160	1456220	faccio un esempio
1456220	1458320	c'è una sintassi
1458320	1458760	per questo
1458760	1460380	vedete
1460380	1460920	per esempio
1460920	1461600	la sintassi
1461600	1462100	che dice
1462100	1463240	che la forma
1463240	1463820	del cerchio
1463820	1464440	è rilevante
1464440	1464800	il piccolo
1464800	1465100	grosso
1465100	1466040	è rilevante
1466040	1466200	però
1466200	1466560	che importa
1466560	1467620	con i tedeschi
1467620	1468540	ci dice
1468540	1469040	che se
1469040	1469340	qui
1469340	1471140	c'è una sintassi
1471140	1471380	quella
1471380	1471620	quindi
1471620	1471960	inizia
1471960	1474140	però
1474140	1476540	perché
1476540	1477020	accetto
1477020	1477760	se ti
1477760	1477980	io
1477980	1479360	nel prossimo
1479360	1479440	a
1479440	1479700	gra
1479700	1481080	perché
1481080	1482720	questa è una presentazione
1482720	1483300	grafica
1483300	1483640	che poi
1483640	1484720	essendo un linguaggio
1484720	1486100	ci dà
1486100	1486640	una
1486640	1487340	rappresentazione
1487340	1488520	visiva
1488520	1489660	simbolica
1489660	1491620	che in qualche
1491620	1492120	maniera
1492120	1494080	che per di più
1494080	1495540	legata al concetto
1495540	1496280	di entità
1496280	1497620	che abbiamo
1497620	1498300	detto prima
1498300	1500580	che in qualche
1500580	1501020	maniera
1501020	1502240	rende
1502240	1502520	questo
1502520	1502860	matto
1502860	1503600	in immediato
1503600	1505180	chiaramente
1505180	1505880	una singola
1505880	1506320	entità
1506320	1506880	fra il suo
1506880	1507600	puntino
1507600	1509020	chiaramente
1509020	1510040	non permetteremo
1510040	1510660	acqua
1510660	1511200	e da qui
1511200	1512000	da due parti
1512000	1512820	da due parti
1512820	1513940	che vorrebbe dire
1513940	1515180	che si confondono
1515180	1516540	probabilmente
1516540	1517400	se c'è un cerchio
1517400	1517920	chiaramente
1517920	1518300	voglio dire
1518300	1518460	che
1518460	1520020	diciamo così
1520020	1520500	per le diverse
1520500	1521200	le persone
1521200	1521600	a
1521600	1521760	c
1521760	1523040	sono
1523040	1524180	delle donne
1524180	1524700	l'uomo
1524700	1525120	eccetera
1525120	1525540	eccetera
1525540	1528840	quindi
1528840	1532040	ci siamo dati
1532040	1532800	una sintassi
1532800	1534760	chiaramente
1534760	1536220	non solo
1536220	1536500	quello
1536500	1536800	noi
1536800	1538680	possiamo dire
1538680	1539740	matematicamente
1539740	1541220	avere un algoritmo
1541220	1542580	voi sapete
1542580	1543080	che si può
1543080	1543820	sempre calcolare
1543820	1544340	un insieme
1544340	1544680	come
1544680	1545420	condominio
1545420	1546140	di una funzione
1546140	1547820	per definire
1547820	1549320	cosa è uguale
1549320	1549860	per dire
1549860	1551180	per dire
1551180	1551520	quando
1551520	1552500	due
1552500	1555020	due insiemi
1555020	1556180	sono uguali
1556180	1558160	hanno una
1558160	1558660	presentazione
1558660	1559340	analogica
1559340	1560780	tutta in diagramma
1560780	1563380	e si può
1563380	1563740	costruire
1563740	1564360	un mapping
1564360	1564960	uno a uno
1564960	1567320	da quello
1567320	1567960	che si vede
1567960	1569920	alla
1569920	1570940	alla
1570940	1571740	presentazione
1571740	1572960	analogica
1572960	1574080	all'universale
1574080	1575800	in qualche
1575800	1576320	operazione
1576320	1576500	di
1576500	1576880	membership
1576880	1577120	di
1577120	1580260	non solo
1580260	1580420	di
1580420	1580820	immunità
1580820	1581160	ma di
1581160	1581700	relazioni
1581700	1582520	all'universale
1582520	1585300	molti
1585300	1586220	a switch
1586220	1586520	perché
1586520	1587280	c'è il terreno
1587280	1588440	e
1588440	1590800	hanno un
1590800	1591000	linguaggio
1591000	1591520	formato
1591520	1592140	tu puoi
1592140	1593840	usare una sintassi
1593840	1594220	tipo
1594220	1595740	un linguaggio
1595740	1595860	di
1595860	1596380	quello che
1596380	1596600	forma
1596600	1596800	di
1596800	1598060	quindi
1598060	1598300	dov'è
1598300	1598740	il punto
1598740	1599600	fondamentale
1599600	1602420	il punto
1602420	1603240	fondamentale
1603240	1603660	è
1603660	1605600	che
1605600	1608320	tutto il
1608320	1609220	trucco
1609220	1610860	di
1610860	1614000	estrarre
1614000	1615220	da una
1615220	1615780	semantica
1615780	1615960	a un
1615960	1616480	linguaggio
1616480	1617580	è il
1617580	1618140	passaggio
1618140	1618440	da
1618440	1619240	una figura
1619240	1619760	per quella
1619760	1620120	che era
1620120	1620660	piena di
1620660	1621480	interpretazione
1621480	1624280	a una
1624280	1624520	figura
1624520	1625160	come questa
1625160	1626540	quindi
1626540	1627140	tutto il
1627140	1627640	problema
1627640	1629180	di
1629180	1629580	scelta
1629580	1630660	rappresentazionale
1630660	1631240	è la
1631240	1631660	produzione
1631660	1631880	del
1631880	1632060	ben
1632060	1632260	dai
1632260	1633740	è
1633740	1634100	chiaro?
1635240	1635960	Ed è
1635960	1636420	chiaro
1636420	1636620	che
1636620	1636720	in
1636720	1636900	questa
1636900	1637200	produzione
1637200	1637360	del
1637360	1637540	ben
1637540	1637820	dai
1637820	1638080	per
1638080	1638780	aiutarmi
1638780	1642880	quando ci
1642880	1643340	scriverò
1643340	1643600	a
1643600	1644180	se questa
1644180	1644720	si chiama
1644720	1645340	angela
1645340	1645520	ci
1645520	1645840	metterò
1645840	1646280	angela
1646280	1646840	qui ci
1646840	1647100	scriverò
1647100	1647220	a
1647220	1647700	persona
1647700	1649180	ok
1649180	1650660	quindi
1650660	1651060	questi
1651060	1651480	nomi
1651480	1651760	che sono
1651760	1652100	qua
1652100	1653240	diventano
1653240	1653760	i nomi
1653760	1654100	che noi
1654100	1654740	mettiamo
1654740	1659400	che noi
1659400	1659920	mettiamo
1659920	1660720	gli elementi
1660720	1661120	le tube
1661120	1661700	e così via
1661700	1662340	è
1662340	1662880	rilevante
1662880	1663340	gli uomini
1663340	1664640	sono rilevanti
1664640	1664820	no
1664820	1665560	sono totalmente
1665560	1666260	rilevanti
1666260	1666920	come sapete
1666920	1667680	però
1667680	1670180	semanticamente
1670180	1670680	aiuta
1670680	1670980	un uomo
1670980	1671820	a vedere
1671820	1672480	il significato
1672480	1672840	di te
1672840	1675660	quindi
1675660	1677140	qua mi ha messo
1677140	1677860	abcid
1677860	1678400	ma quando
1678400	1679400	in questo passaggio
1679400	1679940	noi
1679940	1683900	usiamo
1683900	1684860	queste stringhe
1684860	1686540	perché
1686540	1687920	descrivi
1687920	1688360	esattamente
1688360	1688860	questo
1688860	1689640	e adesso
1689640	1690080	questo punto
1690080	1690480	è una domanda
1690480	1690880	ovvia
1690880	1691380	che immagino
1691380	1691660	vi siete
1691660	1691880	date
1691880	1692380	le risposte
1692380	1692640	si ma
1692640	1693180	queste stringhe
1693180	1693380	dove
1693380	1693860	arrivano?
1695640	1695880	è tra
1695880	1696660	le scuole
1696660	1698700	anzi
1698700	1699120	l'ha parlato
1699120	1699460	google
1699460	1699820	quando ero
1699820	1700040	giovane
1700040	1700300	c'era
1700300	1700740	google
1700740	1701960	non esisteva
1701960	1702240	poi
1702240	1702520	il mondo
1702520	1702980	evolve
1702980	1703960	dipende
1703960	1704520	le parole
1704520	1705540	quindi abbiamo
1705540	1706460	questo senso
1706460	1706800	comune
1706800	1707400	di parole
1707400	1709920	che chiaramente
1709920	1711320	ci portiamo
1711320	1711800	dietro
1711800	1712260	e quando
1712260	1712800	noi facciamo
1712800	1713820	le metterie
1713820	1714440	formali
1714440	1716760	ce lo portiamo
1716760	1717160	dietro
1717160	1717620	ma non perché
1717620	1717880	aiuta
1717880	1718200	il metodo
1718200	1718740	formale
1718740	1719560	ma semplicemente
1719560	1720000	perché aiuta
1720000	1720600	l'interpretazione
1720600	1720940	della teoria
1720940	1721280	logica
1721280	1721860	poi vedremo
1721860	1722220	dopo
1722220	1722640	nelle proprie
1722640	1723100	lezioni
1723100	1723380	che
1723380	1724820	questa scelta
1724820	1726200	di queste parole
1726200	1726500	qui
1726500	1727220	crea di nuovo
1727220	1727920	confusioni
1727920	1728680	perché chiaramente
1728680	1730500	abbiamo usato
1730500	1731000	la parola
1731000	1731640	persona
1731640	1732120	però poi
1732120	1732600	non siamo
1732600	1732980	d'accordo
1732980	1733720	sulla persona
1733720	1735120	ma no
1735120	1737420	l'esempio
1737420	1737800	che faccio
1737800	1738260	sempre
1738260	1738680	è che
1738680	1740440	quando gli americani
1740440	1741020	sono andati
1741020	1741500	in Vietnam
1741500	1743680	i vietanoliti
1743680	1744260	non si stimolano
1744260	1744640	le piante
1744640	1745160	dai neri
1745160	1747360	è un fatto
1747360	1747880	dell'oro
1747880	1749100	certo
1749100	1749400	un uomo
1749400	1749420	il uomo
1749420	1749700	il uomo
1749700	1749720	il uomo
1749720	1749760	il uomo
1749760	1749780	il uomo
1749780	1749980	il uomo
1749980	1750060	il uomo
1750060	1750620	è totalmente
1750620	1751220	culturale
1751220	1751780	non esiste
1751780	1752120	in realtà
1752120	1752940	o perlomeno
1752940	1753300	esiste
1753300	1753700	per quelli
1753700	1754400	che sono allenati
1754400	1754740	a farci
1754740	1755500	la concetta
1755500	1755740	di
1755740	1756620	uguaglianza
1756620	1757080	in testa
1757080	1757320	se non
1757320	1757880	si è educato
1757880	1758240	così
1758240	1759860	però
1759860	1760740	per i vietanoliti
1760740	1762020	è come
1762020	1764640	guardati in Asia
1764640	1765140	se uno
1765140	1765860	c'è il cinesi
1765860	1766460	con la fortuna
1766460	1768300	è tutto uguale
1768300	1770640	vale anche
1770640	1770960	per loro
1770960	1771360	anche loro
1771360	1772360	non distingono
1772360	1772780	neanche loro
1772780	1773360	dai capelli
1773360	1774000	però
1774000	1774680	sono tutti neri
1774680	1774940	quindi
1774940	1776860	non hanno
1776860	1777100	problema
1777100	1777780	di distingere
1777780	1778780	quindi
1778780	1779220	tutte queste
1779220	1779760	categorie
1779760	1780380	mentali
1780380	1780920	sono tutte
1780920	1782540	semplicemente
1782540	1783600	legate al training
1783600	1786200	che ci siamo fatti
1786200	1786760	che per chi
1786760	1787360	vi fa i AI
1787360	1787840	possiamo fare
1787840	1788420	le macchine
1788420	1790540	per fare
1790540	1790920	le azioni
1790920	1791440	di uguaglianza
1791440	1792140	di questi ragazzi
1792140	1799620	e quindi
1799620	1799960	adesso
1799960	1800360	facciamo
1800360	1804960	quindi a questo punto
1804960	1805640	abbiamo detto
1805640	1806520	e chiaramente
1806520	1807220	ci mancano ancora
1807220	1807940	quattro detti
1807940	1808680	per finire
1808680	1809020	la
1809020	1810060	dicessima
1810060	1810560	settimana
1810560	1811480	abbiamo detto
1811480	1811780	che
1811780	1813260	il nostro
1813260	1814280	mapping
1814280	1818980	da qualche parte
1818980	1819680	c'è l'immagine
1819680	1820140	l'immagine
1820140	1820560	la possiamo
1820560	1821340	inserirvi
1821340	1822160	e questo
1822160	1822440	poi
1822440	1822720	questo
1822720	1822920	lo
1822920	1822960	lo
1822960	1823000	lo
1823000	1823040	lo
1823040	1823120	lo
1823120	1823620	lo
1823620	1823680	lo
1823680	1824280	lo
1824280	1825680	lo
1825680	1826180	l'immagine
1826180	1826580	quindi
1826580	1827500	non
1827500	1827540	non
1827540	1827960	tenere
1827960	1828380	che
1828380	1829020	voi
1829020	1829340	faccio
1829340	1829620	io
1829620	1829860	di
1829860	1830460	parlare
1830460	1830580	di
1830580	1831740	insieme
1831740	1833200	molti
1833200	1834380	vi ho parlato
1834380	1834740	di
1834740	1835200	concetti
1835200	1835380	di
1835380	1835800	sette
1835800	1835980	di
1835980	1836480	classe
1836480	1836980	sono
1836980	1837380	ci
1837380	1837980	sono
1837980	1838200	la
1838200	1838460	stessa
1838460	1839040	cosa
1839040	1840280	sono
1840280	1842060	diversi
1842060	1842280	ma
1842280	1842520	tanta
1842520	1842800	pena
1842800	1842920	che
1842920	1843060	non
1843060	1843200	c'è
1843200	1843680	niente
1843680	1845000	quale
1845000	1845120	di
1845120	1845760	relazione
1845760	1846200	quale
1846200	1846360	di
1846360	1846740	tutto
1846740	1849300	questo
1849300	1849540	per
1849540	1849740	dire
1849740	1850160	che
1850160	1851000	c'è un
1851000	1851440	passaggio
1851440	1852200	linguistico
1852200	1852640	in cui
1852640	1853520	tutti
1853520	1854620	i concetti
1854620	1854840	della
1854840	1855180	sette
1855180	1855320	io
1855320	1855720	ce ne
1855720	1855960	mancano
1855960	1856520	quattro
1856520	1857440	vengono
1857440	1858120	portati
1858120	1859100	nel nostro
1859100	1859640	linguaggio
1859640	1860600	che poi
1860600	1861240	useremo
1861240	1861940	nel
1861940	1862460	world mode
1862460	1862820	a livello
1862820	1863260	sopra
1863260	1864960	ora
1864960	1865520	noi
1865520	1866120	ci stiamo
1866120	1866540	dando
1866540	1867860	i concetti
1867860	1868400	di base
1868400	1869400	ci stiamo
1869400	1869820	dando
1869820	1870380	quegli
1870380	1871520	concetti
1871520	1872060	e per
1872060	1872380	ognuno
1872380	1872880	di quelli
1872880	1873240	dovremmo
1873240	1873780	darci
1873780	1875180	difendervi
1875180	1875600	dovremmo
1875600	1876260	dirci che
1876260	1877600	se io
1877600	1877880	dico
1877880	1878720	persona
1878720	1879940	uomo
1879940	1880420	e donna
1880420	1880820	e dico
1880820	1881120	che sono
1881120	1881660	diversi
1881660	1882060	devo avere
1882060	1882600	l'algoritmo
1882600	1882800	e lo
1882800	1883160	fa
1883160	1883960	se io
1883960	1884440	dico
1884440	1885100	che ho
1885100	1885600	uomo
1885600	1886720	e donna
1886720	1887600	se io
1887600	1887800	dico
1887800	1888120	uomo
1888120	1888740	e persona
1888740	1889240	e uomo
1889240	1889420	e una
1889420	1889800	persona
1889800	1890060	io ho
1890060	1890180	un
1890180	1890680	algoritmo
1890680	1891020	che mi
1891020	1891200	dice
1891200	1891600	un uomo
1891600	1891760	e una
1891760	1892220	persona
1892220	1895020	mentre la
1895020	1895260	persona
1895260	1895660	in generale
1895660	1895860	non è
1895860	1896300	un uomo
1896300	1897220	che è
1897220	1897400	quello
1897400	1898040	che esattamente
1898040	1898280	da
1898280	1898500	poi
1898500	1898840	le ultime
1898840	1899140	cinque
1899140	1899600	non sanno
1899600	1899940	fare
1899940	1902520	perché
1902520	1902840	ti non
1902840	1903080	si può
1903080	1903380	vedere
1903380	1904080	la cosa
1904080	1904380	più
1904380	1906140	specifica
1906140	1910960	ora è
1910960	1911320	chiaro
1911320	1911520	che
1911520	1912020	se nella
1912020	1912360	misura
1912360	1912680	in cui
1912680	1913180	noi
1913180	1915800	se facciamo
1915800	1916480	AI
1916480	1916660	o
1916660	1916900	computer
1916900	1917380	vision
1917380	1917560	o
1917560	1917940	IoT
1917940	1918420	quello che
1918420	1918860	volete
1918860	1919560	abbiamo
1919560	1919860	questi
1919860	1920400	algoritmi
1920400	1920740	da lì
1920740	1921140	in poi
1921140	1921960	è solo
1921960	1922340	questione di
1922340	1922620	giocare
1922620	1922800	con
1922800	1923400	il linguaggio
1923400	1923540	che
1923540	1923600	è
1923600	1924040	diventamente
1924040	1924480	facile
1924480	1925580	cioè
1925580	1925860	no
1925860	1926100	noi
1926100	1926380	non è
1926380	1926600	vero
1926600	1926720	che
1926720	1927180	è facile
1927180	1927960	abbiamo
1927960	1928480	la logica
1928480	1928980	che dopo
1928980	1929480	il
1929480	1929660	2000
1929660	1929960	anni
1929960	1930080	ci
1930080	1930280	dà
1930280	1930400	gli
1930400	1930920	algoritmi
1930920	1931120	ma
1931120	1931640	arrivare
1931640	1931860	a questo
1931860	1932100	punto
1932100	1932800	è esattamente
1932800	1933140	dove si
1933140	1933200	si
1933200	1933620	impianza
1933620	1933900	ora
1933900	1934940	perché
1934940	1935360	non c'è
1935360	1935920	il metodo
1935920	1936560	perché
1936560	1936840	prima
1936840	1937260	non c'era
1937260	1938100	il problema
1938100	1940200	perché
1940200	1940700	non facevamo
1940700	1941080	i robot
1941080	1941480	non facciamo
1941480	1941900	gli altri
1941900	1942240	c'era un
1942240	1942600	sistema
1942600	1942860	così
1942860	1943380	complesso
1943380	1943660	di
1943660	1944260	dare
1944260	1944440	gli
1944440	1944800	algoritmi
1944800	1944980	che
1944980	1945280	stavano
1945280	1945660	qua
1945660	1946800	ma
1946800	1947480	ugualmente
1947480	1948880	questa
1948880	1949040	è la
1949040	1949320	versione
1949320	1949560	AI
1949560	1949680	ma
1949680	1949800	la
1949800	1950100	la versione
1950100	1951060	computer science
1951060	1952980	c'era anche
1952980	1953880	chi fa specifiche
1953880	1954360	chi fa
1954360	1955000	senza fare
1955000	1955800	neanche visione
1955800	1956060	perché
1956060	1956980	se tu vai
1956980	1960740	da un
1960740	1962960	se tu
1962960	1964540	vai a parlare
1964540	1965620	con un
1965620	1967520	con qualcuno
1967520	1968280	supone che tu
1968280	1968820	fai il software
1968820	1969380	di ingegnere
1969380	1969700	e ti dà
1969700	1970360	una specifica
1970360	1970940	da fare
1970940	1971780	forse
1971780	1972060	voi non
1972060	1972840	quante volte
1972840	1973300	c'è il bagno
1973300	1973760	di sangue
1973760	1974100	perché
1974100	1974700	chi dà
1974700	1976540	la specifica
1976540	1978200	dice una cosa
1978200	1979080	chi la riceve
1979080	1979500	dice
1979500	1980000	si si siamo
1980000	1980700	d'accordi
1980700	1981500	e poi
1981500	1981960	alla fine
1981960	1982680	quando gli dai
1982680	1983340	la specifica
1983340	1983520	fatta
1983520	1983940	di migliorazione
1983940	1984100	dice
1984100	1984460	ma no
1984460	1985740	non funziona
1985740	1985960	così
1985960	1986560	ma tu non
1986560	1986940	vuoi dire
1986940	1987160	questo
1987160	1989140	perché
1989140	1990900	semplicemente
1990900	1991940	per i modelli
1991940	1992240	chiesi
1992240	1994020	era diversa
1994020	1994580	infatti
1994580	1995500	regola fondamentale
1995500	1996080	comparata
1996080	1996780	sul sangue
1996780	1998000	o col sangue
1998000	1999520	la mia attività
1999520	2001520	quando facevamo
2001520	2001920	il software
2001920	2003140	per i treni
2003140	2003860	è che la regola
2003860	2004480	fondamentale
2004480	2005400	è sempre questa
2005400	2007520	le specifiche
2007520	2008340	che la dò a voi
2008340	2009340	le specifiche
2009340	2010740	fai parlare loro
2010740	2011380	ma la specifica
2011380	2012680	la scrivi sempre te
2012680	2014220	poi te la fai approvare
2014220	2014600	da loro
2014600	2015720	ma la specifica
2015720	2016320	la scrive a loro
2016320	2018700	perché
2018700	2019800	prendendola in mano
2019800	2020020	te
2020020	2020760	la specifica
2020760	2021260	sei tu che
2021260	2022220	scegli questo volante
2022220	2023300	sei tu che
2023300	2023720	mi vengi
2023720	2024320	la protezione
2024320	2024920	da buono
2024920	2027660	sei tu che
2027660	2029320	hai impostato
2029320	2030120	l'intera
2030120	2031240	specifica
2031240	2032060	o informale
2032060	2032600	o formale
2032600	2033220	esattamente
2033220	2034140	ma la pensi tu
2034140	2035780	tra parenti
2035780	2036280	funziona anche
2036280	2036560	meglio
2036560	2037520	perché in particolare
2037520	2038240	se il cliente
2038240	2039080	non è esperto
2039080	2039760	dice fai tu
2039760	2040220	fai tu
2040220	2042860	perché giustamente
2042860	2043500	gli fai il lavoro
2043500	2044020	poi chiaramente
2044020	2044840	non lo vuoi fregare
2044840	2046040	ma questo aspetto
2046040	2047220	voglio dire
2047220	2048220	del concetto
2048220	2048860	di entità
2048860	2049680	di uguaglianza
2049680	2050380	di similialità
2050380	2051700	non c'è solamente
2051700	2052220	mentre non lo fai
2052220	2052660	c'è anche
2052660	2053300	normalmente
2053300	2053740	non lo fai
2053740	2054540	software ingegnire
2054540	2056280	ed è il motivo
2056280	2057080	per l'agentazione
2057080	2060680	di uguagli
2060680	2061480	specifica
2061480	2061940	ed è il motivo
2061940	2062320	per cui
2062320	2062560	dico
2062560	2062980	specific
2062980	2063400	che si vede
2063400	2063760	voi
2063760	2067020	non andate bene
2067020	2067400	ovviamente
2067400	2068560	poi confonderemo
2068560	2069420	per una volta
2069420	2070440	che ci siamo capiti
2070440	2071640	sul concetto
2071640	2072120	di peso
2072120	2072680	voglio dire
2072680	2073400	parlare di
2073400	2073780	la soluzione
2073780	2074440	è questa cosa
2074440	2075220	basta capirsi
2075220	2076540	e basta avere
2076540	2077220	in mente
2077220	2078700	questo processo
2078700	2080100	ok
2080100	2084800	noi
2084800	2085300	nella lezione
2085300	2086060	del precedente
2086060	2087800	abbiamo parlato
2087800	2089080	di percezioni
2089080	2089840	per certi
2089840	2091420	e adesso
2091420	2091840	vedrete
2091840	2092500	banalmente
2092500	2093120	quali sono
2093120	2093840	i percetti
2093840	2095500	e percetti
2095500	2095900	sono tutte
2095900	2096300	quelle cose
2096300	2096940	che noi vediamo
2096940	2098260	sono i set
2098260	2098900	che sapiamo
2098900	2100240	però in questo
2100240	2100640	graffo
2100640	2101520	è tutta una cosa
2101520	2103480	un'altra cosa
2103480	2104440	che nessuno fa mai
2104440	2105980	è che avete visto
2105980	2106760	centa volte
2106760	2108340	nel Dendai
2108340	2109000	che sicuramente
2109000	2109540	avete visto
2109540	2110060	centa volte
2110060	2111060	ma che la gente
2111060	2111640	tende
2111640	2114220	a sottovalutare
2114220	2115960	che è
2115960	2116580	la scatola
2116580	2117120	all'intorno
2117120	2121920	la scatola
2121920	2122300	all'intorno
2122300	2123260	perché vuoi fare
2123260	2124180	una storia del mondo
2124180	2124920	facciamo la storia
2124920	2125380	di più di più di più di più
2125380	2125960	di più di più
2125960	2126060	ok
2126060	2127780	non ci mettiamo
2127780	2128460	nelle più di più di più
2128460	2129180	di più di più di più
2129180	2129580	ora
2129580	2132800	o facciamo
2132800	2133200	una storia
2133200	2134040	dove consideriamo
2134040	2134520	le persone
2134520	2135200	che resta in tre
2135200	2137880	dato che
2137880	2138900	anche questa foto
2138900	2139240	qui
2139240	2140320	sta facendo
2140320	2141580	la foto
2141580	2144380	di tutti gli oggetti
2144380	2145100	o degli oggetti
2145100	2145980	che stanno solo qui
2145980	2147560	o solo dei cani
2147560	2148100	c'è una linea
2148100	2148900	di quanto è parlato
2148900	2152720	quindi questa è la cosa
2152720	2153620	più importante
2153620	2154520	che lo siamo fatti
2154520	2159080	e se non la fai
2159080	2160000	in particolare
2160000	2160460	quando arriviamo
2160460	2160820	all'ultimo
2160820	2161780	livello della logica
2161780	2162320	che è quello
2162320	2163340	in cui
2163340	2164980	si parla di
2164980	2165540	si ragiona
2165540	2166580	se non si sa
2166580	2166720	qui
2166720	2167100	non si sa
2167100	2167960	la legazione
2167960	2176000	quindi definire il confine
2176000	2176720	il dominio
2176720	2177760	di interpretazione
2177760	2178760	come lo chiameremo
2178760	2180860	che semplicemente vuol dire
2180860	2182800	quando tu fai una specifica
2182800	2183340	ad esempio
2183340	2184880	devi essere certo
2184880	2185920	di aver specificato
2185920	2188160	e gli erenti
2188160	2188540	proprio
2188540	2189360	in modo che ti dicano
2189360	2190240	non ti posso dire
2190240	2190820	che ho capito
2190820	2191940	nel nostro caso
2191940	2192740	della set theory
2192740	2194360	l'universo
2194360	2195100	così chiamato
2195100	2196060	lo chiamiamo dominio
2196060	2196840	e per poi
2196840	2197400	usare il termine
2197400	2198460	dominio di interpretazione
2198460	2199080	perché lo chiamiamo
2199080	2200060	dominio di interpretazione
2200060	2201500	perché l'universo lì
2201500	2202320	è il dominio
2202320	2203160	di interpretazione
2203160	2204000	del mio linguaggio
2204000	2205580	a me non me ne frega niente
2205580	2206640	sono cento persone
2206640	2207640	o mila persone qua
2207640	2208660	ma se nel mio dominio
2208660	2209120	di interpretazione
2209120	2209920	ce ne metto cinque
2209920	2211000	probabilmente ci sono cinque
2211000	2212560	e se tu me ne metti dieci
2212560	2213460	sono a fare i pochi
2213460	2214420	se abbiamo un accordo
2214420	2214800	su cinque
2214800	2215860	sono cinque
2215860	2217060	vediamo
2217060	2219880	quindi questo senso
2219880	2220400	di interpretazione
2220400	2221180	è fondamentale
2221180	2222820	quindi a questo punto
2222820	2223720	dato il concetto
2223720	2224400	di dominio
2224400	2226060	possiamo scelga
2226060	2226680	come vogliamo
2226680	2228440	evidentemente
2228440	2230040	come vedremo dopo
2230040	2232820	sicuramente
2232820	2233500	non sempre
2233500	2234120	sempre
2234120	2234800	questo
2234800	2235860	questo dominio
2235860	2236460	di interpretazione
2236460	2237160	sicuramente
2237160	2238200	ha meno elementi
2238200	2238520	di quelli
2238520	2239440	che uno ce ne può vedere
2239440	2240420	e se lo facciamo fare
2240420	2241040	anche queste
2241040	2242220	sperimentazioni di psicologia
2242220	2242820	se facciamo fare
2242820	2243360	le due figure
2243360	2244000	la gente fa
2244000	2244820	due domini diversi
2244820	2245740	invece scorte diverse
2245740	2248240	vede istanze diverse
2248240	2248940	vede la gruppa
2248940	2250060	in maniera diversa
2250060	2250740	e così via
2250740	2251940	poi la gente
2251940	2252200	lo chiama
2252200	2253000	soggettività
2253000	2255160	va bene così
2255160	2262160	quindi
2262160	2264780	fino a questo punto
2264780	2266520	cos'è un percetto
2266520	2267340	a questo punto
2267340	2267840	possiamo dire
2267840	2268560	è un'entità
2268560	2271300	questa entità
2271300	2272020	è una persona
2272020	2272800	che conosci
2272800	2274560	o che non conosci
2274560	2276080	se dici
2276080	2276660	uno a uno
2276660	2277180	possiamo dire
2277180	2277620	anonimo
2277620	2277800	no
2277800	2278020	vuol dire
2278020	2278940	che non conosco
2278940	2280020	però so che è una persona
2280020	2282120	anzi
2282120	2283200	la so che è una donna
2283200	2283700	lo chiamata
2283700	2283720	lo chiamata
2283720	2284260	uno a uno
2284260	2285160	questo
2285160	2285580	probabilmente
2285580	2286260	è un calo
2286260	2287580	però c'è una parola
2287580	2288220	che si scelta
2288220	2290820	l'entità
2290820	2291760	l'insieme
2291760	2292480	delle persone
2292480	2295800	il percettare
2295800	2296580	di essere biondi
2296580	2297280	di una persona
2297280	2299980	generare
2299980	2300460	il fatto
2300460	2301360	dell'abilità bionda
2301360	2301780	che associa
2301780	2302340	le persone
2302340	2303540	se io associo
2303540	2304540	l'abilità bionda
2304540	2305240	alle persone
2305240	2306140	e assumo
2306140	2306820	come è sempre
